;item_sanitizado;contagem_itens;orgaos_unicos_mp;orgaos_unicos_geral;categoria_cnj;categoria_mp;flag;PL;status
410;gratificacao por atuacao em comarca diversa;405;1;1;NA;NA;0;;
411;gratificacao eleitoral ref 082020;401;0;1;NA;NA;0;;
412;gratificacao eleitoral ref 062020;396;0;1;NA;NA;0;;
413;reajuste 1198 urv dec jud;396;0;1;NA;NA;0;;
414;gratificacao eleitoral ref 052020;394;0;1;NA;NA;0;;
415;gratificacao eleitoral ref 092022;394;0;1;NA;NA;0;;
416;gratificacao eleitoral ref 112020;394;0;1;NA;NA;0;;
417;gratifexerccumuldeoficiolei1302414sem psss;392;1;1;NA;NA;0;;
418;devprosocial custeios diversos;391;0;1;NA;NA;0;;
419;gratificacao eleitoral ref 042021;391;0;1;NA;NA;0;;
420;gratificacao eleitoral ref 092020;391;0;1;NA;NA;0;;
421;gel magistrados mp1573lei 9527129;390;0;1;NA;NA;0;;
422;gratificacao eleitoral ref 082024;390;0;1;NA;NA;0;;
423;355 grat de acervo;389;0;1;NA;NA;0;;
424;auxilio cursos;386;1;1;NA;NA;0;;
425;gratificacao eleitoral ref 082022;384;0;1;NA;NA;0;;
426;gratificacao eleitoral ref 022022;381;0;1;NA;NA;0;;
427;grat col recursal;378;0;1;NA;NA;0;;
428;convocacao magistrado;374;0;1;NA;NA;0;;
429;gratificacao de presidencia;370;0;13;NA;NA;0;;
430;indenizacao conv em pec da licenca especial;370;1;1;NA;NA;0;;
431;convocacao de magistrado;369;0;1;NA;NA;0;;
432;1140 convocacoes;366;0;1;NA;NA;0;;
433;gratificacao juiz eleitoral;362;0;1;NA;NA;0;;
434;gratificacao eleitoral ref 042020;361;0;1;NA;NA;0;;
435;vp ats;360;0;1;NA;NA;0;;
436;1035 gratificacao de direcao de forum inativo;358;0;1;NA;NA;0;;
437;repr 553509 iii iv e v;358;0;1;NA;NA;0;;
438;gratificacao de gabinete;357;0;1;NA;NA;0;;
439;dec jud quintos magistrado;356;0;1;NA;NA;0;;
440;designacaosubstituicao devolucoesacerto financeiro;355;0;1;NA;NA;0;;
441;representacao;352;0;1;NA;NA;0;;
442;devolucoesacerto financeiro indenizacao de compensacao de horas;350;0;1;NA;NA;0;;
443;pivp acervo processual 2015 a 2019;350;0;1;NA;NA;0;;
444;acao originaria no 053 e no 335stf proc 75524912014 tjro;346;0;1;NA;NA;0;;
445;indenizacao de plantao;343;0;1;NA;NA;0;;
446;decisao judicial stfre 606358df;339;0;1;NA;NA;0;;
447;gratificacao de direcao de forum plantao judiciario pecunia;335;0;1;NA;NA;0;;
448;ind licenca compensatoria acervo;330;0;1;NA;NA;0;;
449;grat adicional magistrados;328;0;1;NA;NA;0;;
450;designacaosubstituicao devolucoesacerto financeiro gratificacao por acumulacao de acervo;326;0;1;NA;NA;0;;
451;funcao de substituicao;325;1;1;NA;NA;0;;
452;substituicao de funcao;325;2;2;NA;NA;0;;
453;correcao monet indenizatoria juros plantao judiciario pecunia;322;0;1;NA;NA;0;;
454;licenca premiopecunia exerc anterior;322;0;1;NA;NA;0;;
455;gratificacao de pericia e projeto;321;1;1;NA;NA;0;;
456;gratificacao exercicio cumulativo com oficio com psss;321;1;1;NA;NA;0;;
457;parcela aut equivalencia sem prev;321;0;1;NA;NA;0;;
458;licpremioconvpecuniaativo;319;1;1;NA;NA;0;;
459;auxilio alimentacao complemento;318;0;1;NA;NA;0;;
460;reprlei 553509 vi e viiind pla restjoe122015ant;314;0;1;NA;NA;0;;
461;decjudntjvpni gel ir deposito em juizo;313;0;1;NA;NA;0;;
462;outros eventos indenizacoes;313;0;1;NA;NA;0;;
463;ffipajm mensal;311;0;1;NA;NA;0;;
464;indenizacao de compensacao de horas indenizacao de licenca premio gratificacao por acumulacao de acervo;308;0;1;NA;NA;0;;
465;vantagem artigo 192;306;0;1;NA;NA;0;;
466;abono pecuniario plantao judicial mag;305;0;1;NA;NA;0;;
467;rep dir forum vi 3ent;304;0;1;NA;NA;0;;
468;indenizacao pedagio magistrado;302;0;1;NA;NA;0;;
469;abate teto ec 41;301;0;1;NA;NA;0;;
470;devolucoes de valores plantao judiciario;296;0;1;NA;NA;0;;
471;passivo de diarias;296;0;1;NA;NA;0;;
472;grat de pres titulares;290;0;1;NA;NA;0;;
473;indenizacao ferias exerc anterior;289;0;1;NA;NA;0;;
474;devolucoesacerto financeiro indenizacao de licenca premio licenca compensatoria;288;0;1;NA;NA;0;;
475;transporte mobiliario;288;1;1;NA;NA;0;;
476;folgas compensatorias;286;0;1;NA;NA;0;;
477;ressarcimento aux saude;285;0;1;NA;NA;0;;
478;dif inden conv pec lic comp subs cumul membro;282;1;1;NA;NA;0;;
479;despexercantatcorrmonet irrf;277;0;1;NA;NA;0;;
480;vant pessoal ats pa 259712022 pensao civil;276;0;1;NA;NA;0;;
481;adicional por tempo de servico magistrado gel;275;0;3;NA;NA;0;;
482;inden conv pec lic compensatoria plantao;272;1;1;NA;NA;0;;
483;localidade vpni mp 1573 96 a2o lei 952797;272;0;1;NA;NA;0;;
484;despexercantinatcmonet com pss;271;0;1;NA;NA;0;;
485;dj tj vpni;269;0;1;NA;NA;0;;
486;grat instrutoria;269;0;1;NA;NA;0;;
487;indenizacao resolucao 92014art 1 vi5;268;0;1;NA;NA;0;;
488;devolucoesacerto financeiro indenizacao de licenca premio;266;0;1;NA;NA;0;;
489;acervo;260;0;1;NA;NA;0;;
490;ajuda de custo capacitacao;259;0;1;NA;NA;0;;
491;retencao;259;1;1;NA;NA;0;;
492;dif licenca premio;258;0;1;NA;NA;0;;
493;gratacumjur gratacumjur;256;0;1;NA;NA;0;;
494;devolucoesacerto financeiro indenizacao de compensacao de horas gratificacao por acumulacao de acervo;247;0;1;NA;NA;0;;
495;grat coordenador;246;0;1;NA;NA;0;;
496;despexantatcmonetferias ir;243;0;1;NA;NA;0;;
497;decisao judicial adicionais temporais;240;0;1;NA;NA;0;;
498;gratificacao por encargo de concurso;240;1;1;NA;NA;0;;
499;decisoes judiciais;236;0;1;NA;NA;0;;
500;indenizacao de licenca compensatoria acervo;236;0;1;NA;NA;0;;
501;vpni gel;235;0;1;NA;NA;0;;
502;27 grat de diretor de foro 355 grat de acervo;232;0;1;NA;NA;0;;
503;dif terco constitucional de ferias membro mp inden d jud;232;1;1;NA;NA;0;;
504;vant art 184 juiz inat dec jud;232;0;1;NA;NA;0;;
505;exercicio presidencia vicepresidencia e corregedoria;231;0;1;NA;NA;0;;
506;parcela art 95 iiicrfb mag;230;0;1;NA;NA;0;;
507;despexantatjmora ferias s incidencia;228;0;1;NA;NA;0;;
508;despexercantatjuros mora sem incidencia;228;0;1;NA;NA;0;;
509;37 grat turma recursal;226;0;1;NA;NA;0;;
510;substituicao de procurador de justica;225;1;1;NA;NA;0;;
511;diferenca de entrancia dir de foro;224;0;1;NA;NA;0;;
512;reembolso pos graduacao;223;0;1;NA;NA;0;;
513;gratificacao de direcao de forum correcao monetaria auxilios;222;0;1;NA;NA;0;;
514;aux creche;221;1;1;NA;NA;0;;
515;indenizacao por plantaojuros indenizacao por plantaoatualizacao monetaria indenizacao por plantao;221;0;1;NA;NA;0;;
516;vantagem art 184 ii lei 171152;219;0;1;NA;NA;0;;
517;dj tj vpni magistrado dj tj provento art 192 ii cpss irrf gel gratificacao especial de localidade;216;0;1;NA;NA;0;;
518;reembolso medico assistencia medico odontologica trt;216;0;1;NA;NA;0;;
519;a transp;215;0;1;NA;NA;0;;
520;abono de permanencia de ferias;213;0;1;NA;NA;0;;
521;representacao presidente vice ou corregedor;213;0;1;NA;NA;0;;
522;indenizacao resolucao 92014art 1o ii25;209;0;1;NA;NA;0;;
523;gratificacao exercicio de mandato;207;0;1;NA;NA;0;;
524;grat exerc presidencia;205;0;19;NA;NA;0;;
525;dif ind licenca premioespec nao gozada;203;1;1;NA;NA;0;;
526;abono permanencia;199;0;1;NA;NA;0;;
527;despexerantinatjmora natalina;198;0;1;NA;NA;0;;
528;despexercantinatjuros mora s incidencia;198;0;1;NA;NA;0;;
529;gratif por exercicio cumulativo de oficios l1302414;197;1;1;NA;NA;0;;
530;localidade;197;0;1;NA;NA;0;;
531;acao ordinaria no 053 e no 335stf proc 75524912014 tjro;195;0;1;NA;NA;0;;
532;beneficio especial magistrado provisorio;195;0;1;NA;NA;0;;
533;dec jud ntj provento atr 192i magist;191;0;2;NA;NA;0;;
534;despexercantinat juros mora cir;190;0;1;NA;NA;0;;
535;dif grat exerc adminjurisacervo;190;0;1;NA;NA;0;;
536;outra;190;0;3;NA;NA;0;;
537;bolsa de estudo pos graduacao;189;0;1;NA;NA;0;;
538;pensao lei 171152 art 184 20 dec jud;189;0;1;NA;NA;0;;
539;bolsa pos gradmagist;188;0;1;NA;NA;0;;
540;gratificacao de direcao de forum juros;188;0;1;NA;NA;0;;
541;difauxilioalimentacao;187;0;1;NA;NA;0;;
542;13substituicaopecunia licenca exerant;186;0;1;NA;NA;0;;
543;despexercantinatcmonet com irpss;186;0;1;NA;NA;0;;
544;gratif direcao;186;0;1;NA;NA;0;;
545;interiorizacaofuncao;186;0;1;NA;NA;0;;
546;primeira parcela 13;186;0;1;NA;NA;0;;
547;devolucao de imposto de renda;185;0;2;NA;NA;0;;
548;vpni localidade;185;0;1;NA;NA;0;;
549;beneficio especial lei 126182012 inativo;183;0;2;NA;NA;0;;
550;designacaosubstituicao indenizacao de licenca premio licenca compensatoria;182;0;1;NA;NA;0;;
551;difauxiliosaude;181;0;1;NA;NA;0;;
552;gratde repres de gabinete;181;1;1;NA;NA;0;;
553;dif dif terco conv pecunia ferias;177;1;1;NA;NA;0;;
554;dev plano de seguridade social;176;0;1;NA;NA;0;;
555;ac deslocamento;175;1;1;NA;NA;0;;
556;comissoes;175;1;1;NA;NA;0;;
557;bolsa de estudos;174;0;2;NA;NA;0;;
558;passivo dif entranciainstancia;174;0;1;NA;NA;0;;
559;despexercantatjuros mora sinc;171;0;1;NA;NA;0;;
560;ferias abono pecuniario magistrado;171;0;1;NA;NA;0;;
561;pecunia de lic comp acumulo acervo;169;0;1;NA;NA;0;;
562;grat supervisor;168;0;1;NA;NA;0;;
563;vant art 184 lei 171152 magis inativo;168;0;1;NA;NA;0;;
564;grat prescamiso;166;0;1;NA;NA;0;;
565;aux saude magis exerc anterior;165;0;1;NA;NA;0;;
566;devolucao de valores gratificacao de direcao de forum;165;0;1;NA;NA;0;;
567;despexercantatcorrmonetnatal;163;0;1;NA;NA;0;;
568;dif abono de permanencia;163;1;2;NA;NA;0;;
569;telefone;163;0;1;NA;NA;0;;
570;dif grat acumulo acervo exerc anter;162;0;1;NA;NA;0;;
571;grat juiz turma recursal;159;0;1;NA;NA;0;;
572;ressarcimento mestradoposdoutorado;158;1;1;NA;NA;0;;
573;dif resp direcao de promotorias;156;1;1;NA;NA;0;;
574;representacao mensal exercicio da presidencia do regional;155;0;2;NA;NA;0;;
575;27 grat diretor de foro;153;0;1;NA;NA;0;;
576;aux med social;153;0;1;NA;NA;0;;
577;vantagem artigo 184;153;0;1;NA;NA;0;;
578;auxilio medicosocial;152;0;1;NA;NA;0;;
579;devolucoes de valores plantao judiciario pecunia;149;0;1;NA;NA;0;;
580;designacaosubstituicao indenizacao de compensacao de horas indenizacao de licenca premio;148;0;1;NA;NA;0;;
581;despexercantinatcmonetnatal irrfpss;148;0;1;NA;NA;0;;
582;vant mag inat art 192 l8112;148;0;1;NA;NA;0;;
583;despexercantatcorrmonetsinc;144;0;1;NA;NA;0;;
584;grat dir forum subs inicial;144;0;1;NA;NA;0;;
585;gratificacao de direcao de forum correcao monet indenizatoria juros plantao judiciario pecunia;144;0;1;NA;NA;0;;
586;gratificacao de direcao de forum juros indenizacao de remuneracao;144;0;1;NA;NA;0;;
587;plantao judiciario pecunia gratificacao de direcao de forum;144;0;1;NA;NA;0;;
588;grat turma recursal;142;0;1;NA;NA;0;;
589;outros auxilios;140;1;1;NA;NA;0;;
590;vantpessoal mp 1573 lei 952797;140;0;1;NA;NA;0;;
591;devolucoesacerto financeiro indenizacao de compensacao de horas indenizacao de licenca premio licenca compensatoria;139;0;1;NA;NA;0;;
592;dif ent ferias;139;0;1;NA;NA;0;;
593;prosaude reembolso assdomhome care;139;0;1;NA;NA;0;;
594;servico extraor;139;1;1;NA;NA;0;;
595;indenizacao plantao administrativo;138;0;1;NA;NA;0;;
596;indenizacao por folga compensatoria;137;0;1;NA;NA;0;;
597;vat pessoal grat localidade;134;0;1;NA;NA;0;;
598;dif direcao de promotoria;133;1;1;NA;NA;0;;
599;devolucoesacerto financeiro indenizacao de licenca premio gratificacao por acumulacao de acervo;132;0;1;NA;NA;0;;
600;dif de subsidio afastamento;132;1;1;NA;NA;0;;
601;ffipajm mensal ffipajm mensal;132;0;1;NA;NA;0;;
602;gratificacao direcao de forum devolucoes de valores;132;0;1;NA;NA;0;;
603;diferenca auxilio saude;131;0;1;NA;NA;0;;
604;funcao gratificada gratacumjur gratacumjur;131;0;1;NA;NA;0;;
605;ressarcimento lei complementar 7552023;131;0;1;NA;NA;0;;
606;ac promocao;130;1;1;NA;NA;0;;
607;ats art72 lei 52471991;130;0;1;NA;NA;0;;
608;grat diretor de forum informado;130;0;1;NA;NA;0;;
609;despexercantinatcmonet com irrf;128;0;1;NA;NA;0;;
610;gratificacao diretor forum;128;0;1;NA;NA;0;;
611;indenizacao resolucao 92014art 1o iv20;128;0;1;NA;NA;0;;
612;dec judic tj quintosdecimos vpni mag dec judic tj quintosdecimos vpni mag;127;0;1;NA;NA;0;;
613;gratif eleitoral;127;0;1;NA;NA;0;;
614;gratificacao de direcao de forum devolucoes de valores plantao judiciario;127;0;1;NA;NA;0;;
615;ir rra manual;127;0;1;NA;NA;0;;
616;vantagem pessoal de salario familia;127;0;1;NA;NA;0;;
617;dec jud quintos magistrado dec jud quintos magistrado;126;0;1;NA;NA;0;;
618;bolsa de estudos pos graduacao;125;0;1;NA;NA;0;;
619;bolsa de posgraduacao formacao magistrado;125;0;2;NA;NA;0;;
620;designacaosubstituicao indenizacao de compensacao de horas indenizacao de licenca premio gratificacao por acumulacao de acervo;125;0;1;NA;NA;0;;
621;grat diretor foro;125;0;1;NA;NA;0;;
622;gratificacao de direcao de forum indenizacao de remuneracao;125;0;1;NA;NA;0;;
623;grat ass presid;124;0;1;NA;NA;0;;
624;auxilionatalidade;122;3;3;NA;NA;0;;
625;13 abono ec 410313substituicao;121;0;1;NA;NA;0;;
626;pagamento de urv;121;0;1;NA;NA;0;;
627;dev ipajmff;119;0;1;NA;NA;0;;
628;bolsa pesquisa res 0072015prtjro;117;0;1;NA;NA;0;;
629;funcao gratificada funcao gratificada;117;0;1;NA;NA;0;;
630;indenizacao de compensacao de horas indenizacao de licenca premio licenca compensatoria;117;0;1;NA;NA;0;;
631;dev prosocialcontribuicao dependente direto;116;0;1;NA;NA;0;;
632;designacaosubstituicao devolucoesacerto financeiro licenca compensatoria;115;0;1;NA;NA;0;;
633;difgr dir forum;115;0;1;NA;NA;0;;
634;parcela autonoma de equivalencia;115;0;1;NA;NA;0;;
635;reembolso vacina;115;0;4;NA;NA;0;;
636;beneficio especial magistrado pensao civ;114;0;1;NA;NA;0;;
637;grat direcao forum difgr dir forum;114;0;1;NA;NA;0;;
638;grat diretor de foro;114;0;1;NA;NA;0;;
639;indenizacao combustivel magistrado;113;0;4;NA;NA;0;;
640;diferenca de subsidios;112;0;1;NA;NA;0;;
641;grat direcao forum dif abono ferias difgr dir forum;112;0;1;NA;NA;0;;
642;convocacoes devolucao de valores;110;0;1;NA;NA;0;;
643;dj tj atualizacao quintos ferias dj tj vpni magistrado dj tj provento art 192 ii cpss irrf gel gratificacao especial de localidade;108;0;1;NA;NA;0;;
644;imposto de renda retido na fonte;108;0;1;NA;NA;0;;
645;despexantatjmora ferias;107;0;1;NA;NA;0;;
646;despexercantatjuros mora;107;0;1;NA;NA;0;;
647;despexercantinatjuros mora sem incidencia;107;0;1;NA;NA;0;;
648;gratde pres substitutos;105;0;1;NA;NA;0;;
649;gratif exercicio cumulativo funcoes administrativas;104;0;1;NA;NA;0;;
650;convocacoes parcela art 95 iiicrfb mag ativo;103;0;1;NA;NA;0;;
651;dec jud tj vpni magistrado inativo;103;0;2;NA;NA;0;;
652;dif parc aut de equivalencia;103;0;1;NA;NA;0;;
653;gratjuizes membturma recursal cc;103;0;1;NA;NA;0;;
654;indenizacao resolucao 92014art 1 ii25;103;0;1;NA;NA;0;;
655;insalubridadepericulosidade;103;1;1;NA;NA;0;;
656;adicional por tempo de servico magistrado inativo vantagem lei 171152 art 184 20 dec judtrans julgado;102;0;1;NA;NA;0;;
657;grat juiz auxiliar;102;0;1;NA;NA;0;;
658;convocacoes plantao judiciario pecunia;101;0;1;NA;NA;0;;
659;correcao monetaria indenizatoria;99;0;1;NA;NA;0;;
660;reprlei 553509 vi e vii13substituicao;99;0;1;NA;NA;0;;
661;decisao judicial quintosdecimos vpni magistrado ativo decisao judicial ntj gel irrf deposito em juizo dec jud ntj provento art 192i lei 811290magistrado dif dec jud ntj provento art 192i lei 811290magistrado;98;0;1;NA;NA;0;;
662;difent1213art107lc16599;98;0;1;NA;NA;0;;
663;grat corregedor;98;0;3;NA;NA;0;;
664;grat eleit 082022;98;0;1;NA;NA;0;;
665;despexercantinatjuros mora;97;0;1;NA;NA;0;;
666;gratificacao juiz convocado para auxiliar o titular;97;0;1;NA;NA;0;;
667;hora aula atividade dif grat ferias integral;96;0;1;NA;NA;0;;
668;indenizacao resolucao 92014art 1o i30;96;0;1;NA;NA;0;;
669;vantagem art 184 i lei 171152;96;0;1;NA;NA;0;;
670;vantpessoalmp1573 lei952797;96;0;1;NA;NA;0;;
671;37 grat turma recursal 355 grat de acervo;94;0;1;NA;NA;0;;
672;dif abono ferias difgr dir forum;94;0;1;NA;NA;0;;
673;grat presid camara lc 9493 art56 4o ii coje;94;0;1;NA;NA;0;;
674;decjudntj isencao ir s abono perman dif indenizacao de licenca compensatoria magistrados;93;0;1;NA;NA;0;;
675;devolucao de outros valores;93;0;1;NA;NA;0;;
676;dif indiv mag inat provisorio;93;0;1;NA;NA;0;;
677;dec jud quintosdecimos vpni magistrado ativo dec jud tj gel dec jud ntj gel irrf deposito em juizo dec jud ntj provento art 192i lei 811290magistrado dif dec jud ntj provento art 192i lei 811290magistrado;92;0;1;NA;NA;0;;
678;auxilio bolsa estudos;91;0;1;NA;NA;0;;
679;auxilio educacaodiarias;91;0;1;NA;NA;0;;
680;plantao judiciario;91;0;1;NA;NA;0;;
681;vantagem lei 171152 art 184 20 dec judtrans julgado;91;0;1;NA;NA;0;;
682;pensao vpni ec 702012;90;0;2;NA;NA;0;;
683;reprlei 553509 vi e viipecunia licenca vigente;90;0;1;NA;NA;0;;
684;ffipajm sobre 13;88;0;1;NA;NA;0;;
685;quintosdecimos dec judic;87;0;1;NA;NA;0;;
686;ressarcimento curso posgraduacao dif ressarcimento curso posgraduacao;86;0;1;NA;NA;0;;
687;abono permanencia 13;85;0;1;NA;NA;0;;
688;indenizacao funcao administrativa;85;0;1;NA;NA;0;;
689;auxilios natalidade;84;1;1;NA;NA;0;;
690;exerc anteriores pae esc 5rra;84;0;1;NA;NA;0;;
691;djtj equiparacao vencimentos jft x jfs;83;0;1;NA;NA;0;;
692;licenca compensatoria indenizada;83;0;1;NA;NA;0;;
693;vantpessoal mp1573lei 9527129;83;0;1;NA;NA;0;;
694;passivo dif entranciainstancia pivp;82;0;1;NA;NA;0;;
695;verba representacao ministro presidente;82;0;1;NA;NA;0;;
696;dec jud tj vpni magistrado inativo dec jud tj vpni magistrado inativo;81;0;1;NA;NA;0;;
697;grat horaaulapecunia licenca exerant;81;0;1;NA;NA;0;;
698;indenizacao comites e comissoes;81;0;1;NA;NA;0;;
699;dif abono perm feriasconvind pa41492021;80;1;1;NA;NA;0;;
700;provento vant art 192 i lei 8112 mag;80;0;1;NA;NA;0;;
701;0032gtart5iier13cnj;79;0;1;NA;NA;0;;
702;grat diretor forum;79;0;1;NA;NA;0;;
703;gratificacao de direcao de forum parcela art 95 iiicrfb mag ativo;79;0;1;NA;NA;0;;
704;grat presidencia trf;78;0;1;NA;NA;0;;
705;indenizacao de ferias premio;78;0;1;NA;NA;0;;
706;grataula emeron retroativo;77;0;1;NA;NA;0;;
707;inden plan restjoe122015ind pla restjoe122015ant;77;0;1;NA;NA;0;;
708;dec judic tj quintosdecimos vpni mag dec judic tj quintosdecimos vpni mag dec judic tj quintosdecimos vpni mag;76;0;1;NA;NA;0;;
709;devolucao iapep;76;0;1;NA;NA;0;;
710;grat de gabinete;76;0;1;NA;NA;0;;
711;indeniz serv de comun movel magistrados trt15 indenizacao licenca compensatoria magistrado;76;0;1;NA;NA;0;;
712;rep presidencia vi;76;0;1;NA;NA;0;;
713;grat presidente;75;0;2;NA;NA;0;;
714;licencapremio;75;1;2;NA;NA;0;;
715;rep coord juizados vi;75;0;1;NA;NA;0;;
716;rep dir esc mag adjunto vi;75;0;1;NA;NA;0;;
717;rep dir esc mag vi;75;0;1;NA;NA;0;;
718;retencao por teto constitucional de 13s;75;0;1;NA;NA;0;;
719;vp art 95 cf;75;0;1;NA;NA;0;;
720;grat de exercicio presidencia tjdf;74;0;1;NA;NA;0;;
721;grat eleitoral 112020;74;0;1;NA;NA;0;;
722;indenizacao resolucao 92014art 1o iii20;74;0;1;NA;NA;0;;
723;indfepremioperdv;74;0;1;NA;NA;0;;
724;rep vicepresidencia vi;73;0;1;NA;NA;0;;
725;exercicio presidencia;72;0;1;NA;NA;0;;
726;parcela autonoma de equivalencia pae dif grat exerc adminjurisacervo;72;0;1;NA;NA;0;;
727;substprocuradoresfc l1141506;72;1;1;NA;NA;0;;
728;vant art 192i da lei 811290;72;0;1;NA;NA;0;;
729;vpni dectransito em julgado;72;0;1;NA;NA;0;;
730;prosaude reembolso exercicios anteriores;71;0;1;NA;NA;0;;
731;reembolso medico saude10;71;0;1;NA;NA;0;;
732;ats magistratura;70;0;1;NA;NA;0;;
733;outros eventos vantagens;70;0;1;NA;NA;0;;
734;prosaude titular parcelado;70;0;1;NA;NA;0;;
735;restituicao previdenciaria e correcao monetaria;70;0;1;NA;NA;0;;
736;beneficio lei 656594;69;0;1;NA;NA;0;;
737;exerc anteriores paerra correcao exerc anteriores paerra juros;69;0;1;NA;NA;0;;
738;grat seg vpresid;69;0;1;NA;NA;0;;
739;dif abono permanenc;68;0;1;NA;NA;0;;
740;imposto de renda ferias;68;0;1;NA;NA;0;;
741;grat eleit 012020;67;0;1;NA;NA;0;;
742;grat eleit 072021;67;0;1;NA;NA;0;;
743;vantagem pessoal lei n 952797;66;0;1;NA;NA;0;;
744;correcao monetaria auxilios convocacoes;65;0;1;NA;NA;0;;
745;devolucoesacerto financeiro indenizacao de compensacao de horas indenizacao de licenca premio;65;0;1;NA;NA;0;;
746;difgratferias;65;0;1;NA;NA;0;;
747;gratificacao 10;65;0;1;NA;NA;0;;
748;pensao vant art 184juiz d jud;65;0;1;NA;NA;0;;
749;despexercantpenscormonet com pssirrf;64;0;1;NA;NA;0;;
750;grat vicepresidente;64;0;2;NA;NA;0;;
751;gratificacao de gabinete gratificacao por acumulacao de acervo;64;0;1;NA;NA;0;;
752;indeniz serv de comun movel magistrados;64;0;1;NA;NA;0;;
753;devolucoes de valores gratificacao de direcao de forum inativo;63;0;1;NA;NA;0;;
754;dif individual mag inativo;63;0;1;NA;NA;0;;
755;dif substituicoes dif abono ferias;63;0;1;NA;NA;0;;
756;grat eleit 012023;63;0;1;NA;NA;0;;
757;indenizacao de licenca compensatoria magistrados dif indenizacao de licenca compensatoria magistrados;63;0;1;NA;NA;0;;
758;juros convocacoes;63;0;1;NA;NA;0;;
759;parcela autonoma de equivalencia pae pivp;63;0;1;NA;NA;0;;
760;gratificacao de forum inativo;62;0;1;NA;NA;0;;
761;gratificacao exercicio presidencia;62;0;1;NA;NA;0;;
762;gratificacao por encargo de curso;62;1;1;NA;NA;0;;
763;convocacoes indenizacao de remuneracao;61;0;1;NA;NA;0;;
764;dec jud ntj abono pecuniario de ferias;61;0;1;NA;NA;0;;
765;exercicios anteriores aux alimentacaocorrecao;61;0;2;NA;NA;0;;
766;grat eleit 032023;61;0;1;NA;NA;0;;
767;grat eleitoral 022020;61;0;1;NA;NA;0;;
768;gratificacao direcao de forum;61;0;1;NA;NA;0;;
769;0185gtart5iijr13cnj;60;0;1;NA;NA;0;;
770;13 abono ec 4103pecunia licenca exerant;60;0;1;NA;NA;0;;
771;exercicios anteriores aux alimentacaojuros;60;0;2;NA;NA;0;;
772;gr el jet ant 1022;60;0;1;NA;NA;0;;
773;grat eleit;60;0;1;NA;NA;0;;
774;grat eleit 032024;60;0;1;NA;NA;0;;
775;grat eleit 042023;60;0;1;NA;NA;0;;
776;ant grat eleit 122023;59;0;1;NA;NA;0;;
777;grat eleit 022024;59;0;1;NA;NA;0;;
